Year,Geography,Parent_Code_1,Parent_Code_2,Org_Code,Contract_Type,Age_Group,Gender,Dentist_Count
2011-12,3.NHS England Region Local Office,Y59,Q88,,PDS,55+,M,16
2011-12,3.NHS England Region Local Office,Y59,Q88,,PDS,Under 35,F,32
2011-12,3.NHS England Region Local Office,Y59,Q88,,PDS,Under 35,M,21
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,35-44,F,19
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,35-44,M,7
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,45-54,F,23
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,45-54,M,6
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,55+,F,16
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,55+,M,9
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,Under 35,F,13
2011-12,3.NHS England Region Local Office,Y59,Q88,,TDS,Under 35,M,7
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,35-44,F,169
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,35-44,M,183
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,45-54,F,110
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,45-54,M,177
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,55+,F,28
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,55+,M,135
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,Under 35,F,246
2011-12,3.NHS England Region Local Office,Y60,Q76,,GDS,Under 35,M,217
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,35-44,F,6
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,35-44,M,21
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,45-54,F,5
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,45-54,M,11
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,55+,F,1
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,55+,M,1
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,Under 35,F,18
2011-12,3.NHS England Region Local Office,Y60,Q76,,Mixed,Under 35,M,15
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,35-44,F,22
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,35-44,M,23
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,45-54,F,5
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,45-54,M,25
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,55+,F,2
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,55+,M,17
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,Under 35,F,27
2011-12,3.NHS England Region Local Office,Y60,Q76,,PDS,Under 35,M,18
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,35-44,F,20
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,35-44,M,9
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,45-54,F,12
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,45-54,M,6
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,55+,F,7
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,55+,M,11
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,Under 35,F,11
2011-12,3.NHS England Region Local Office,Y60,Q76,,TDS,Under 35,M,4
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,35-44,F,118
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,35-44,M,172
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,45-54,F,59
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,45-54,M,151
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,55+,F,26
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,55+,M,118
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,Under 35,F,301
2011-12,3.NHS England Region Local Office,Y60,Q77,,GDS,Under 35,M,240
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,35-44,F,19
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,35-44,M,32
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,45-54,F,10
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,45-54,M,11
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,55+,F,1
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,55+,M,12
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,Under 35,F,27
2011-12,3.NHS England Region Local Office,Y60,Q77,,Mixed,Under 35,M,33
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,35-44,F,19
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,35-44,M,27
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,45-54,F,18
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,45-54,M,32
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,55+,F,7
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,55+,M,14
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,Under 35,F,31
2011-12,3.NHS England Region Local Office,Y60,Q77,,PDS,Under 35,M,30
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,35-44,F,31
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,35-44,M,6
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,45-54,F,24
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,45-54,M,17
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,55+,F,19
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,55+,M,8
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,Under 35,F,28
2011-12,3.NHS England Region Local Office,Y60,Q77,,TDS,Under 35,M,10
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,35-44,F,77
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,35-44,M,125
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,45-54,F,49
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,45-54,M,103
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,55+,F,12
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,55+,M,77
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,Under 35,F,158
2011-12,3.NHS England Region Local Office,Y60,Q78,,GDS,Under 35,M,179
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,35-44,F,5
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,35-44,M,13
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,45-54,F,5
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,45-54,M,8
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,55+,F,3
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,55+,M,4
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,Under 35,F,10
2011-12,3.NHS England Region Local Office,Y60,Q78,,Mixed,Under 35,M,20
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,35-44,F,11
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,35-44,M,20
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,45-54,F,16
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,45-54,M,16
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,55+,F,7
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,55+,M,14
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,Under 35,F,43
2011-12,3.NHS England Region Local Office,Y60,Q78,,PDS,Under 35,M,33
2011-12,3.NHS England Region Local Office,Y60,Q78,,TDS,35-44,F,6
2011-12,3.NHS England Region Local Office,Y60,Q78,,TDS,45-54,F,4
2011-12,3.NHS England Region Local Office,Y60,Q78,,TDS,45-54,M,4
2011-12,3.NHS England Region Local Office,Y60,Q78,,TDS,55+,F,2
2011-12,3.NHS England Region Local Office,Y60,Q78,,TDS,55+,M,1
2011-12,3.NHS England Region Local Office,Y60,Q78,,TDS,Under 35,F,4
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,35-44,F,256
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,35-44,M,295
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,45-54,F,137
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,45-54,M,385
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,55+,F,56
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,55+,M,232
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,Under 35,F,477
2011-12,3.NHS England Region Local Office,Y61,Q79,,GDS,Under 35,M,398
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,35-44,F,29
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,35-44,M,31
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,45-54,F,13
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,45-54,M,35
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,55+,F,3
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,55+,M,27
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,Under 35,F,48
2011-12,3.NHS England Region Local Office,Y61,Q79,,Mixed,Under 35,M,45
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,35-44,F,47
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,35-44,M,50
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,45-54,F,31
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,45-54,M,42
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,55+,F,11
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,55+,M,47
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,Under 35,F,61
2011-12,3.NHS England Region Local Office,Y61,Q79,,PDS,Under 35,M,44
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,35-44,F,14
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,35-44,M,3
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,45-54,F,19
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,45-54,M,5
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,55+,F,15
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,55+,M,6
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,Under 35,F,13
2011-12,3.NHS England Region Local Office,Y61,Q79,,TDS,Under 35,M,5
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,35-44,F,88
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,35-44,M,120
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,45-54,F,57
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,45-54,M,124
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,55+,F,19
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,55+,M,91
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,Under 35,F,207
2011-12,3.NHS England Region Local Office,Y62,Q75,,GDS,Under 35,M,146
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,35-44,F,16
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,35-44,M,25
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,45-54,F,7
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,45-54,M,21
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,55+,F,1
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,55+,M,9
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,Under 35,F,24
2011-12,3.NHS England Region Local Office,Y62,Q75,,Mixed,Under 35,M,28
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,35-44,F,23
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,35-44,M,29
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,45-54,F,28
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,45-54,M,32
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,55+,F,12
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,55+,M,18
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,Under 35,F,34
2011-12,3.NHS England Region Local Office,Y62,Q75,,PDS,Under 35,M,23
2011-12,3.NHS England Region Local Office,Y62,Q75,,TDS,35-44,F,12
2011-12,3.NHS England Region Local Office,Y62,Q75,,TDS,35-44,M,5
2011-12,3.NHS England Region Local Office,Y62,Q75,,TDS,45-54,F,14
2011-12,3.NHS England Region Local Office,Y62,Q75,,TDS,45-54,M,4
2011-12,3.NHS England Region Local Office,Y62,Q75,,TDS,55+,F,4
2011-12,3.NHS England Region Local Office,Y62,Q75,,TDS,Under 35,F,12
2011-12,3.NHS England Region Local Office,Y62,Q75,,TDS,Under 35,M,7
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,35-44,F,97
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,35-44,M,125
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,45-54,F,57
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,45-54,M,162
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,55+,F,18
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,55+,M,113
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,Under 35,F,205
2011-12,3.NHS England Region Local Office,Y62,Q83,,GDS,Under 35,M,225
2011-12,3.NHS England Region Local Office,Y62,Q83,,Mixed,35-44,F,4
2011-12,3.NHS England Region Local Office,Y62,Q83,,Mixed,35-44,M,10
2011-12,3.NHS England Region Local Office,Y62,Q83,,Mixed,45-54,F,1
2011-12,3.NHS England Region Local Office,Y62,Q83,,Mixed,45-54,M,7
2011-12,3.NHS England Region Local Office,Y62,Q83,,Mixed,55+,M,10
2011-12,3.NHS England Region Local Office,Y62,Q83,,Mixed,Under 35,F,13
2011-12,3.NHS England Region Local Office,Y62,Q83,,Mixed,Under 35,M,16
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,35-44,F,22
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,35-44,M,14
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,45-54,F,10
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,45-54,M,23
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,55+,F,5
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,55+,M,14
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,Under 35,F,21
2011-12,3.NHS England Region Local Office,Y62,Q83,,PDS,Under 35,M,16
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,35-44,F,10
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,35-44,M,5
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,45-54,F,13
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,45-54,M,5
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,55+,F,8
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,55+,M,7
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,Under 35,F,24
2011-12,3.NHS England Region Local Office,Y62,Q83,,TDS,Under 35,M,6
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,35-44,F,57
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,35-44,M,62
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,45-54,F,46
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,45-54,M,97
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,55+,F,17
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,55+,M,55
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,Under 35,F,122
2011-12,3.NHS England Region Local Office,Y62,Q84,,GDS,Under 35,M,126
2011-12,3.NHS England Region Local Office,Y62,Q84,,Mixed,35-44,F,1
2011-12,3.NHS England Region Local Office,Y62,Q84,,Mixed,35-44,M,5
2011-12,3.NHS England Region Local Office,Y62,Q84,,Mixed,45-54,F,1
2011-12,3.NHS England Region Local Office,Y62,Q84,,Mixed,45-54,M,2
2011-12,3.NHS England Region Local Office,Y62,Q84,,Mixed,55+,M,1
2011-12,3.NHS England Region Local Office,Y62,Q84,,Mixed,Under 35,F,1
2011-12,3.NHS England Region Local Office,Y62,Q84,,Mixed,Under 35,M,6
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,35-44,F,5
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,35-44,M,12
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,45-54,F,3
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,45-54,M,16
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,55+,F,3
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,55+,M,6
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,Under 35,F,10
2011-12,3.NHS England Region Local Office,Y62,Q84,,PDS,Under 35,M,10
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,35-44,F,8
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,35-44,M,10
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,45-54,F,9
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,45-54,M,10
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,55+,F,9
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,55+,M,8
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,Under 35,F,6
2011-12,3.NHS England Region Local Office,Y62,Q84,,TDS,Under 35,M,6
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,35-44,F,188
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,35-44,M,208
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,45-54,F,122
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,45-54,M,240
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,55+,F,32
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,55+,M,149
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,Under 35,F,356
2011-12,3.NHS England Region Local Office,Y63,Q72,,GDS,Under 35,M,329
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,35-44,F,16
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,35-44,M,38
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,45-54,F,9
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,45-54,M,25
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,55+,F,7
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,55+,M,14
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,Under 35,F,52
2011-12,3.NHS England Region Local Office,Y63,Q72,,Mixed,Under 35,M,52
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,35-44,F,38
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,35-44,M,54
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,45-54,F,34
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,45-54,M,60
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,55+,F,14
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,55+,M,39
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,Under 35,F,75
2011-12,3.NHS England Region Local Office,Y63,Q72,,PDS,Under 35,M,73
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,35-44,F,23
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,35-44,M,7
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,45-54,F,24
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,45-54,M,14
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,55+,F,8
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,55+,M,6
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,Under 35,F,14
2011-12,3.NHS England Region Local Office,Y63,Q72,,TDS,Under 35,M,13
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,35-44,F,145
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,35-44,M,164
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,45-54,F,97
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,45-54,M,201
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,55+,F,29
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,55+,M,103
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,Under 35,F,291
2011-12,3.NHS England Region Local Office,Y63,Q74,,GDS,Under 35,M,263
2011-12,3.NHS England Region Local Office,Y63,Q74,,Mixed,35-44,F,14
2011-12,3.NHS England Region Local Office,Y63,Q74,,Mixed,35-44,M,18
2011-12,3.NHS England Region Local Office,Y63,Q74,,Mixed,45-54,F,4
2011-12,3.NHS England Region Local Office,Y63,Q74,,Mixed,45-54,M,9
2011-12,3.NHS England Region Local Office,Y63,Q74,,Mixed,55+,M,6
2011-12,3.NHS England Region Local Office,Y63,Q74,,Mixed,Under 35,F,13
2011-12,3.NHS England Region Local Office,Y63,Q74,,Mixed,Under 35,M,25
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,35-44,F,13
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,35-44,M,12
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,45-54,F,8
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,45-54,M,10
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,55+,F,2
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,55+,M,11
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,Under 35,F,12
2011-12,3.NHS England Region Local Office,Y63,Q74,,PDS,Under 35,M,10
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,35-44,F,9
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,35-44,M,4
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,45-54,F,15
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,45-54,M,11
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,55+,F,10
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,55+,M,10
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,Under 35,F,16
2011-12,3.NHS England Region Local Office,Y63,Q74,,TDS,Under 35,M,4
2011-12,4.Clinical Commissioning Group,Y63,Q74,00L,PDS,Under 35,F,1
2011-12,4.Clinical Commissioning Group,Y63,Q74,00M,PDS,35-44,F,3
2011-12,4.Clinical Commissioning Group,Y63,Q74,00M,TDS,45-54,F,2
2011-12,4.Clinical Commissioning Group,Y63,Q74,00P,GDS,35-44,M,21
2011-12,4.Clinical Commissioning Group,Y63,Q74,00P,GDS,45-54,F,5
2011-12,4.Clinical Commissioning Group,Y63,Q74,00P,GDS,55+,F,2
2011-12,4.Clinical Commissioning Group,Y63,Q74,00P,Mixed,45-54,M,1
2011-12,4.Clinical Commissioning Group,Y63,Q74,00P,PDS,35-44,M,2
2011-12,4.Clinical Commissioning Group,Y63,Q74,01H,GDS,45-54,F,23
2011-12,4.Clinical Commissioning Group,Y63,Q74,01H,GDS,55+,F,9
2011-12,4.Clinical Commissioning Group,Y63,Q74,01H,Mixed,45-54,M,2
2011-12,4.Clinical Commissioning Group,Y63,Q74,01H,Mixed,55+,M,2
2011-12,4.Clinical Commissioning Group,Y63,Q74,01H,PDS,35-44,M,4
2011-12,4.Clinical Commissioning Group,Y63,Q74,03D,GDS,55+,M,8
2011-12,4.Clinical Commissioning Group,Y63,Q74,03D,PDS,35-44,F,1
2011-12,4.Clinical Commissioning Group,Y63,Q74,03D,TDS,35-44,F,1
2011-12,4.Clinical Commissioning Group,Y63,Q74,03D,TDS,55+,F,3
2011-12,4.Clinical Commissioning Group,Y63,Q74,13T,GDS,35-44,F,32
2011-12,4.Clinical Commissioning Group,Y63,Q74,13T,PDS,35-44,F,1
2011-12,4.Clinical Commissioning Group,Y63,Q74,13T,TDS,45-54,F,2
2011-12,4.Clinical Commissioning Group,Y63,Q74,13T,TDS,55+,F,1
2011-12,4.Clinical Commissioning Group,Y63,Q74,13T,TDS,Under 35,M,3
2011-12,4.Clinical Commissioning Group,Y63,Q74,99C,GDS,35-44,F,4
2011-12,4.Clinical Commissioning Group,Y63,Q74,99C,PDS,35-44,F,5
2011-12,4.Clinical Commissioning Group,Y63,Q74,99C,PDS,Under 35,M,1
2011-12,4.Clinical Commissioning Group,Y62,Q75,01V,PDS,45-54,M,2
2011-12,4.Clinical Commissioning Group,Y62,Q75,01V,PDS,Under 35,F,4
2011-12,4.Clinical Commissioning Group,Y62,Q75,01X,GDS,35-44,M,7
2011-12,4.Clinical Commissioning Group,Y62,Q75,01X,GDS,45-54,F,2
2011-12,4.Clinical Commissioning Group,Y62,Q75,01X,GDS,Under 35,M,8
2011-12,4.Clinical Commissioning Group,Y62,Q75,01X,Mixed,45-54,M,1
2011-12,4.Clinical Commissioning Group,Y62,Q75,01X,PDS,45-54,M,3
